Date,Year,Month,YearMonth,BusinessUnit,StatementType,LineItem,Category,Amount
2024-02-01,2024,2,202402,Retail,P&L,Opex,Marketing,4657.07
2024-02-01,2024,2,202402,Retail,P&L,Opex,Professional Fees,1203.64
2024-02-01,2024,2,202402,Retail,P&L,Opex,R&D,2633.9
2024-02-01,2024,2,202402,Retail,P&L,Opex,Rent & Utilities,3628.34
2024-02-01,2024,2,202402,Retail,P&L,Opex,Salaries & Benefits,27774.44
2024-02-01,2024,2,202402,Retail,P&L,Revenue,Product Sales,141758.22
2024-02-01,2024,2,202402,Retail,P&L,Revenue,Service Revenue,47252.74
2024-02-01,2024,2,202402,Wholesale,CF,Investing CF,Capital Expenditures,-8971.92
2024-02-01,2024,2,202402,Wholesale,CF,Operating CF,Change in Accounts Payable,1964.28
2024-02-01,2024,2,202402,Wholesale,CF,Operating CF,Change in Accounts Receivable,-5111.32
2024-02-01,2024,2,202402,Wholesale,CF,Operating CF,Change in Inventory,-2345.2
2024-02-01,2024,2,202402,Wholesale,P&L,COGS,Direct Labor,28862.47
2024-02-01,2024,2,202402,Wholesale,P&L,COGS,Materials,49607.38
2024-02-01,2024,2,202402,Wholesale,P&L,COGS,Shipping & Logistics,11725.38
2024-02-01,2024,2,202402,Wholesale,P&L,Opex,IT & Software,1953.08
2024-02-01,2024,2,202402,Wholesale,P&L,Opex,Marketing,4215.98
2024-02-01,2024,2,202402,Wholesale,P&L,Opex,Professional Fees,1005.76
2024-02-01,2024,2,202402,Wholesale,P&L,Opex,R&D,2317.8
2024-02-01,2024,2,202402,Wholesale,P&L,Opex,Rent & Utilities,2809.34
2024-02-01,2024,2,202402,Wholesale,P&L,Opex,Salaries & Benefits,20348.2
2024-02-01,2024,2,202402,Wholesale,P&L,Revenue,Product Sales,104280.03
2024-02-01,2024,2,202402,Wholesale,P&L,Revenue,Service Revenue,34760.01
2024-03-01,2024,3,202403,Corporate,CF,Financing CF,Debt Issuance,150000.0
2024-03-01,2024,3,202403,Corporate,CF,Financing CF,Debt Repayment,-9245.2
2024-03-01,2024,3,202403,Corporate,CF,Financing CF,Dividends Paid,-10785.69
2024-03-01,2024,3,202403,Corporate,P&L,Other,Depreciation & Amortization,18552.33
2024-03-01,2024,3,202403,Corporate,P&L,Other,Income Tax Expense,12128.77
2024-03-01,2024,3,202403,Corporate,P&L,Other,Interest Expense,5594.38
2024-03-01,2024,3,202403,E-commerce,CF,Investing CF,Capital Expenditures,-9881.64
2024-03-01,2024,3,202403,E-commerce,CF,Operating CF,Change in Accounts Payable,1908.32
2024-03-01,2024,3,202403,E-commerce,CF,Operating CF,Change in Accounts Receivable,-6661.81
2024-03-01,2024,3,202403,E-commerce,CF,Operating CF,Change in Inventory,-2314.26
2024-03-01,2024,3,202403,E-commerce,P&L,COGS,Direct Labor,18650.18
2024-03-01,2024,3,202403,E-commerce,P&L,COGS,Materials,32055.0
2024-03-01,2024,3,202403,E-commerce,P&L,COGS,Shipping & Logistics,7576.64
2024-03-01,2024,3,202403,E-commerce,P&L,Opex,IT & Software,1341.51
2024-03-01,2024,3,202403,E-commerce,P&L,Opex,Marketing,5131.43
2024-03-01,2024,3,202403,E-commerce,P&L,Opex,Professional Fees,870.78
2024-03-01,2024,3,202403,E-commerce,P&L,Opex,R&D,2878.09
2024-03-01,2024,3,202403,E-commerce,P&L,Opex,Rent & Utilities,1773.64
2024-03-01,2024,3,202403,E-commerce,P&L,Opex,Salaries & Benefits,16030.23
2024-03-01,2024,3,202403,E-commerce,P&L,Revenue,Product Sales,99583.39
2024-03-01,2024,3,202403,E-commerce,P&L,Revenue,Service Revenue,11064.82
2024-03-01,2024,3,202403,Retail,CF,Investing CF,Capital Expenditures,-17998.79
2024-03-01,2024,3,202403,Retail,CF,Operating CF,Change in Accounts Payable,5580.05
2024-03-01,2024,3,202403,Retail,CF,Operating CF,Change in Accounts Receivable,-7801.64
2024-03-01,2024,3,202403,Retail,CF,Operating CF,Change in Inventory,-3065.21
2024-03-01,2024,3,202403,Retail,P&L,COGS,Direct Labor,35515.39
2024-03-01,2024,3,202403,Retail,P&L,COGS,Materials,61042.07
2024-03-01,2024,3,202403,Retail,P&L,COGS,Shipping & Logistics,14428.13
2024-03-01,2024,3,202403,Retail,P&L,Opex,IT & Software,2413.67
2024-03-01,2024,3,202403,Retail,P&L,Opex,Marketing,5050.82
2024-03-01,2024,3,202403,Retail,P&L,Opex,Professional Fees,1678.23
2024-03-01,2024,3,202403,Retail,P&L,Opex,R&D,2913.23
2024-03-01,2024,3,202403,Retail,P&L,Opex,Rent & Utilities,3612.28
2024-03-01,2024,3,202403,Retail,P&L,Opex,Salaries & Benefits,26730.74
2024-03-01,2024,3,202403,Retail,P&L,Revenue,Product Sales,145712.41
2024-03-01,2024,3,202403,Retail,P&L,Revenue,Service Revenue,48570.8
2024-03-01,2024,3,202403,Wholesale,CF,Investing CF,Capital Expenditures,-8983.56
2024-03-01,2024,3,202403,Wholesale,CF,Operating CF,Change in Accounts Payable,4387.27
2024-03-01,2024,3,202403,Wholesale,CF,Operating CF,Change in Accounts Receivable,-2824.59
2024-03-01,2024,3,202403,Wholesale,CF,Operating CF,Change in Inventory,-3520.27
2024-03-01,2024,3,202403,Wholesale,P&L,COGS,Direct Labor,31387.86
2024-03-01,2024,3,202403,Wholesale,P&L,COGS,Materials,53947.88
2024-03-01,2024,3,202403,Wholesale,P&L,COGS,Shipping & Logistics,12751.32
2024-03-01,2024,3,202403,Wholesale,P&L,Opex,IT & Software,1639.1
2024-03-01,2024,3,202403,Wholesale,P&L,Opex,Marketing,5134.78
2024-03-01,2024,3,202403,Wholesale,P&L,Opex,Professional Fees,841.2
2024-03-01,2024,3,202403,Wholesale,P&L,Opex,R&D,2312.52
2024-03-01,2024,3,202403,Wholesale,P&L,Opex,Rent & Utilities,2852.55
2024-03-01,2024,3,202403,Wholesale,P&L,Opex,Salaries & Benefits,21569.53
2024-03-01,2024,3,202403,Wholesale,P&L,Revenue,Product Sales,113556.93
2024-03-01,2024,3,202403,Wholesale,P&L,Revenue,Service Revenue,37852.31
2024-04-01,2024,4,202404,Corporate,CF,Financing CF,Debt Repayment,-10652.75
2024-04-01,2024,4,202404,Corporate,P&L,Other,Depreciation & Amortization,18828.95
2024-04-01,2024,4,202404,Corporate,P&L,Other,Income Tax Expense,13371.85
2024-04-01,2024,4,202404,Corporate,P&L,Other,Interest Expense,6531.28
2024-04-01,2024,4,202404,E-commerce,CF,Investing CF,Capital Expenditures,-8765.05
2024-04-01,2024,4,202404,E-commerce,CF,Operating CF,Change in Accounts Payable,2425.98
2024-04-01,2024,4,202404,E-commerce,CF,Operating CF,Change in Accounts Receivable,-5166.99
2024-04-01,2024,4,202404,E-commerce,CF,Operating CF,Change in Inventory,-1491.18
2024-04-01,2024,4,202404,E-commerce,P&L,COGS,Direct Labor,19051.04
2024-04-01,2024,4,202404,E-commerce,P&L,COGS,Materials,32743.97
2024-04-01,2024,4,202404,E-commerce,P&L,COGS,Shipping & Logistics,7739.48
2024-04-01,2024,4,202404,E-commerce,P&L,Opex,IT & Software,1247.21
2024-04-01,2024,4,202404,E-commerce,P&L,Opex,Marketing,6175.46
2024-04-01,2024,4,202404,E-commerce,P&L,Opex,Professional Fees,777.0
2024-04-01,2024,4,202404,E-commerce,P&L,Opex,R&D,3817.19
2024-04-01,2024,4,202404,E-commerce,P&L,Opex,Rent & Utilities,1824.84
2024-04-01,2024,4,202404,E-commerce,P&L,Opex,Salaries & Benefits,14787.67
2024-04-01,2024,4,202404,E-commerce,P&L,Revenue,Product Sales,101251.05
2024-04-01,2024,4,202404,E-commerce,P&L,Revenue,Service Revenue,11250.12
2024-04-01,2024,4,202404,Retail,CF,Investing CF,Capital Expenditures,-14379.06
2024-04-01,2024,4,202404,Retail,CF,Operating CF,Change in Accounts Payable,2232.44
2024-04-01,2024,4,202404,Retail,CF,Operating CF,Change in Accounts Receivable,-6105.13
2024-04-01,2024,4,202404,Retail,CF,Operating CF,Change in Inventory,-3030.39
2024-04-01,2024,4,202404,Retail,P&L,COGS,Direct Labor,37323.88
2024-04-01,2024,4,202404,Retail,P&L,COGS,Materials,64150.42
2024-04-01,2024,4,202404,Retail,P&L,COGS,Shipping & Logistics,15162.83
2024-04-01,2024,4,202404,Retail,P&L,Opex,IT & Software,2474.6
2024-04-01,2024,4,202404,Retail,P&L,Opex,Marketing,5152.18
2024-04-01,2024,4,202404,Retail,P&L,Opex,Professional Fees,1419.03
2024-04-01,2024,4,202404,Retail,P&L,Opex,R&D,2887.48
2024-04-01,2024,4,202404,Retail,P&L,Opex,Rent & Utilities,3625.7
2024-04-01,2024,4,202404,Retail,P&L,Opex,Salaries & Benefits,27964.77
2024-04-01,2024,4,202404,Retail,P&L,Revenue,Product Sales,153454.56
2024-04-01,2024,4,202404,Retail,P&L,Revenue,Service Revenue,51151.52
2024-04-01,2024,4,202404,Wholesale,CF,Investing CF,Capital Expenditures,-11641.47
2024-04-01,2024,4,202404,Wholesale,CF,Operating CF,Change in Accounts Payable,3490.19
2024-04-01,2024,4,202404,Wholesale,CF,Operating CF,Change in Accounts Receivable,-4665.2
2024-04-01,2024,4,202404,Wholesale,CF,Operating CF,Change in Inventory,-4629.66
2024-04-01,2024,4,202404,Wholesale,P&L,COGS,Direct Labor,31562.59
2024-04-01,2024,4,202404,Wholesale,P&L,COGS,Materials,54248.21
2024-04-01,2024,4,202404,Wholesale,P&L,COGS,Shipping & Logistics,12822.3
2024-04-01,2024,4,202404,Wholesale,P&L,Opex,IT & Software,1869.47
2024-04-01,2024,4,202404,Wholesale,P&L,Opex,Marketing,6269.21
2024-04-01,2024,4,202404,Wholesale,P&L,Opex,Professional Fees,1170.15
2024-04-01,2024,4,202404,Wholesale,P&L,Opex,R&D,2253.98
2024-04-01,2024,4,202404,Wholesale,P&L,Opex,Rent & Utilities,2820.32
2024-04-01,2024,4,202404,Wholesale,P&L,Opex,Salaries & Benefits,20890.18
2024-04-01,2024,4,202404,Wholesale,P&L,Revenue,Product Sales,114664.13
2024-04-01,2024,4,202404,Wholesale,P&L,Revenue,Service Revenue,38221.38
2024-05-01,2024,5,202405,Corporate,CF,Financing CF,Debt Repayment,-10546.22
2024-05-01,2024,5,202405,Corporate,P&L,Other,Depreciation & Amortization,19421.65
2024-05-01,2024,5,202405,Corporate,P&L,Other,Income Tax Expense,11444.38
2024-05-01,2024,5,202405,Corporate,P&L,Other,Interest Expense,5857.93
2024-05-01,2024,5,202405,E-commerce,CF,Investing CF,Capital Expenditures,-12831.15
2024-05-01,2024,5,202405,E-commerce,CF,Operating CF,Change in Accounts Payable,1536.8
2024-05-01,2024,5,202405,E-commerce,CF,Operating CF,Change in Accounts Receivable,-4124.98
2024-05-01,2024,5,202405,E-commerce,CF,Operating CF,Change in Inventory,-1129.83
2024-05-01,2024,5,202405,E-commerce,P&L,COGS,Direct Labor,19704.97
2024-05-01,2024,5,202405,E-commerce,P&L,COGS,Materials,33867.92
2024-05-01,2024,5,202405,E-commerce,P&L,COGS,Shipping & Logistics,8005.15
2024-05-01,2024,5,202405,E-commerce,P&L,Opex,IT & Software,1504.03
2024-05-01,2024,5,202405,E-commerce,P&L,Opex,Marketing,6257.01
2024-05-01,2024,5,202405,E-commerce,P&L,Opex,Professional Fees,469.48
2024-05-01,2024,5,202405,E-commerce,P&L,Opex,R&D,3632.92
2024-05-01,2024,5,202405,E-commerce,P&L,Opex,Rent & Utilities,1748.73
2024-05-01,2024,5,202405,E-commerce,P&L,Opex,Salaries & Benefits,15564.03
2024-05-01,2024,5,202405,E-commerce,P&L,Revenue,Product Sales,104134.94
2024-05-01,2024,5,202405,E-commerce,P&L,Revenue,Service Revenue,11570.55
2024-05-01,2024,5,202405,Retail,CF,Investing CF,Capital Expenditures,-14916.51
2024-05-01,2024,5,202405,Retail,CF,Operating CF,Change in Accounts Payable,4797.54
2024-05-01,2024,5,202405,Retail,CF,Operating CF,Change in Accounts Receivable,-9094.89
2024-05-01,2024,5,202405,Retail,CF,Operating CF,Change in Inventory,-4615.7
2024-05-01,2024,5,202405,Retail,P&L,COGS,Direct Labor,37160.23
2024-05-01,2024,5,202405,Retail,P&L,COGS,Materials,63869.15
2024-05-01,2024,5,202405,Retail,P&L,COGS,Shipping & Logistics,15096.35
2024-05-01,2024,5,202405,Retail,P&L,Opex,IT & Software,2390.79
2024-05-01,2024,5,202405,Retail,P&L,Opex,Marketing,6320.0
2024-05-01,2024,5,202405,Retail,P&L,Opex,Professional Fees,1110.82
2024-05-01,2024,5,202405,Retail,P&L,Opex,R&D,2708.59
2024-05-01,2024,5,202405,Retail,P&L,Opex,Rent & Utilities,3605.53
2024-05-01,2024,5,202405,Retail,P&L,Opex,Salaries & Benefits,28051.73
2024-05-01,2024,5,202405,Retail,P&L,Revenue,Product Sales,153999.45
2024-05-01,2024,5,202405,Retail,P&L,Revenue,Service Revenue,51333.15
2024-05-01,2024,5,202405,Wholesale,CF,Investing CF,Capital Expenditures,-6465.13
2024-05-01,2024,5,202405,Wholesale,CF,Operating CF,Change in Accounts Payable,2808.64
2024-05-01,2024,5,202405,Wholesale,CF,Operating CF,Change in Accounts Receivable,-6136.92
2024-05-01,2024,5,202405,Wholesale,CF,Operating CF,Change in Inventory,-2197.97
2024-05-01,2024,5,202405,Wholesale,P&L,COGS,Direct Labor,33667.58
2024-05-01,2024,5,202405,Wholesale,P&L,COGS,Materials,57866.16
2024-05-01,2024,5,202405,Wholesale,P&L,COGS,Shipping & Logistics,13677.46
2024-05-01,2024,5,202405,Wholesale,P&L,Opex,IT & Software,1487.72
2024-05-01,2024,5,202405,Wholesale,P&L,Opex,Marketing,4114.5
2024-05-01,2024,5,202405,Wholesale,P&L,Opex,Professional Fees,1462.62
2024-05-01,2024,5,202405,Wholesale,P&L,Opex,R&D,2250.98
2024-05-01,2024,5,202405,Wholesale,P&L,Opex,Rent & Utilities,2830.64
2024-05-01,2024,5,202405,Wholesale,P&L,Opex,Salaries & Benefits,20813.9
2024-05-01,2024,5,202405,Wholesale,P&L,Revenue,Product Sales,120793.2
2024-05-01,2024,5,202405,Wholesale,P&L,Revenue,Service Revenue,40264.4
2024-06-01,2024,6,202406,Corporate,CF,Financing CF,Debt Repayment,-10440.76
2024-06-01,2024,6,202406,Corporate,CF,Financing CF,Dividends Paid,-10488.63
2024-06-01,2024,6,202406,Corporate,P&L,Other,Depreciation & Amortization,19471.26
2024-06-01,2024,6,202406,Corporate,P&L,Other,Income Tax Expense,11458.24
2024-06-01,2024,6,202406,Corporate,P&L,Other,Interest Expense,5836.32
2024-06-01,2024,6,202406,E-commerce,CF,Investing CF,Capital Expenditures,-11954.11
2024-06-01,2024,6,202406,E-commerce,CF,Operating CF,Change in Accounts Payable,1978.8
2024-06-01,2024,6,202406,E-commerce,CF,Operating CF,Change in Accounts Receivable,-2420.36
2024-06-01,2024,6,202406,E-commerce,CF,Operating CF,Change in Inventory,-2586.02
2024-06-01,2024,6,202406,E-commerce,P&L,COGS,Direct Labor,19020.63
2024-06-01,2024,6,202406,E-commerce,P&L,COGS,Materials,32691.72
2024-06-01,2024,6,202406,E-commerce,P&L,COGS,Shipping & Logistics,7727.13
2024-06-01,2024,6,202406,E-commerce,P&L,Opex,IT & Software,1504.23
2024-06-01,2024,6,202406,E-commerce,P&L,Opex,Marketing,5636.05
2024-06-01,2024,6,202406,E-commerce,P&L,Opex,Professional Fees,648.9
2024-06-01,2024,6,202406,E-commerce,P&L,Opex,R&D,3446.14
2024-06-01,2024,6,202406,E-commerce,P&L,Opex,Rent & Utilities,1776.91
2024-06-01,2024,6,202406,E-commerce,P&L,Opex,Salaries & Benefits,16187.77
2024-06-01,2024,6,202406,E-commerce,P&L,Revenue,Product Sales,102168.0
2024-06-01,2024,6,202406,E-commerce,P&L,Revenue,Service Revenue,11352.0
2024-06-01,2024,6,202406,Retail,CF,Investing CF,Capital Expenditures,-13333.82
2024-06-01,2024,6,202406,Retail,CF,Operating CF,Change in Accounts Payable,4612.94
2024-06-01,2024,6,202406,Retail,CF,Operating CF,Change in Accounts Receivable,-9926.53
2024-06-01,2024,6,202406,Retail,CF,Operating CF,Change in Inventory,-2982.66
2024-06-01,2024,6,202406,Retail,P&L,COGS,Direct Labor,35138.52
2024-06-01,2024,6,202406,Retail,P&L,COGS,Materials,60394.32
2024-06-01,2024,6,202406,Retail,P&L,COGS,Shipping & Logistics,14275.02
2024-06-01,2024,6,202406,Retail,P&L,Opex,IT & Software,2527.73
2024-06-01,2024,6,202406,Retail,P&L,Opex,Marketing,6235.46
2024-06-01,2024,6,202406,Retail,P&L,Opex,Professional Fees,1767.04
2024-06-01,2024,6,202406,Retail,P&L,Opex,R&D,3142.97
2024-06-01,2024,6,202406,Retail,P&L,Opex,Rent & Utilities,3738.7
2024-06-01,2024,6,202406,Retail,P&L,Opex,Salaries & Benefits,28327.56
2024-06-01,2024,6,202406,Retail,P&L,Revenue,Product Sales,144707.12
2024-06-01,2024,6,202406,Retail,P&L,Revenue,Service Revenue,48235.71
2024-06-01,2024,6,202406,Wholesale,CF,Investing CF,Capital Expenditures,-9202.94
2024-06-01,2024,6,202406,Wholesale,CF,Operating CF,Change in Accounts Payable,2847.58
2024-06-01,2024,6,202406,Wholesale,CF,Operating CF,Change in Accounts Receivable,-5745.37
2024-06-01,2024,6,202406,Wholesale,CF,Operating CF,Change in Inventory,-587.09
2024-06-01,2024,6,202406,Wholesale,P&L,COGS,Direct Labor,32798.01
2024-06-01,2024,6,202406,Wholesale,P&L,COGS,Materials,56371.58
2024-06-01,2024,6,202406,Wholesale,P&L,COGS,Shipping & Logistics,13324.19
2024-06-01,2024,6,202406,Wholesale,P&L,Opex,IT & Software,1751.3
2024-06-01,2024,6,202406,Wholesale,P&L,Opex,Marketing,3751.85
2024-06-01,2024,6,202406,Wholesale,P&L,Opex,Professional Fees,783.3
2024-06-01,2024,6,202406,Wholesale,P&L,Opex,R&D,2172.0
2024-06-01,2024,6,202406,Wholesale,P&L,Opex,Rent & Utilities,2846.73
2024-06-01,2024,6,202406,Wholesale,P&L,Opex,Salaries & Benefits,20161.34
2024-06-01,2024,6,202406,Wholesale,P&L,Revenue,Product Sales,116299.66
2024-06-01,2024,6,202406,Wholesale,P&L,Revenue,Service Revenue,38766.55
2024-07-01,2024,7,202407,Corporate,CF,Financing CF,Debt Repayment,-10336.35
2024-07-01,2024,7,202407,Corporate,P&L,Other,Depreciation & Amortization,18330.32
2024-07-01,2024,7,202407,Corporate,P&L,Other,Income Tax Expense,10236.88
2024-07-01,2024,7,202407,Corporate,P&L,Other,Interest Expense,5643.03
2024-07-01,2024,7,202407,E-commerce,CF,Investing CF,Capital Expenditures,-10013.43
2024-07-01,2024,7,202407,E-commerce,CF,Operating CF,Change in Accounts Payable,2109.84
2024-07-01,2024,7,202407,E-commerce,CF,Operating CF,Change in Accounts Receivable,-4135.34
2024-07-01,2024,7,202407,E-commerce,CF,Operating CF,Change in Inventory,-1699.16
2024-07-01,2024,7,202407,E-commerce,P&L,COGS,Direct Labor,18522.28
2024-07-01,2024,7,202407,E-commerce,P&L,COGS,Materials,31835.16
2024-07-01,2024,7,202407,E-commerce,P&L,COGS,Shipping & Logistics,7524.68
2024-07-01,2024,7,202407,E-commerce,P&L,Opex,IT & Software,1530.01
2024-07-01,2024,7,202407,E-commerce,P&L,Opex,Marketing,5334.34
2024-07-01,2024,7,202407,E-commerce,P&L,Opex,Professional Fees,754.39
2024-07-01,2024,7,202407,E-commerce,P&L,Opex,R&D,3600.19
2024-07-01,2024,7,202407,E-commerce,P&L,Opex,Rent & Utilities,1807.74
2024-07-01,2024,7,202407,E-commerce,P&L,Opex,Salaries & Benefits,17191.03
2024-07-01,2024,7,202407,E-commerce,P&L,Revenue,Product Sales,100885.29
2024-07-01,2024,7,202407,E-commerce,P&L,Revenue,Service Revenue,11209.48
2024-07-01,2024,7,202407,Retail,CF,Investing CF,Capital Expenditures,-9032.16
2024-07-01,2024,7,202407,Retail,CF,Operating CF,Change in Accounts Payable,5091.81
2024-07-01,2024,7,202407,Retail,CF,Operating CF,Change in Accounts Receivable,-6589.23
2024-07-01,2024,7,202407,Retail,CF,Operating CF,Change in Inventory,-3387.33
2024-07-01,2024,7,202407,Retail,P&L,COGS,Direct Labor,35447.92
2024-07-01,2024,7,202407,Retail,P&L,COGS,Materials,60926.11
2024-07-01,2024,7,202407,Retail,P&L,COGS,Shipping & Logistics,14400.72
2024-07-01,2024,7,202407,Retail,P&L,Opex,IT & Software,2570.65
2024-07-01,2024,7,202407,Retail,P&L,Opex,Marketing,5337.86
2024-07-01,2024,7,202407,Retail,P&L,Opex,Professional Fees,975.54
2024-07-01,2024,7,202407,Retail,P&L,Opex,R&D,3702.97
2024-07-01,2024,7,202407,Retail,P&L,Opex,Rent & Utilities,3532.78
2024-07-01,2024,7,202407,Retail,P&L,Opex,Salaries & Benefits,28133.88
2024-07-01,2024,7,202407,Retail,P&L,Revenue,Product Sales,143924.9
2024-07-01,2024,7,202407,Retail,P&L,Revenue,Service Revenue,47974.97
2024-07-01,2024,7,202407,Wholesale,CF,Investing CF,Capital Expenditures,-8530.4
2024-07-01,2024,7,202407,Wholesale,CF,Operating CF,Change in Accounts Payable,2906.81
2024-07-01,2024,7,202407,Wholesale,CF,Operating CF,Change in Accounts Receivable,-5880.48
2024-07-01,2024,7,202407,Wholesale,CF,Operating CF,Change in Inventory,-3113.74
2024-07-01,2024,7,202407,Wholesale,P&L,COGS,Direct Labor,31350.25
2024-07-01,2024,7,202407,Wholesale,P&L,COGS,Materials,53883.25
2024-07-01,2024,7,202407,Wholesale,P&L,COGS,Shipping & Logistics,12736.04
2024-07-01,2024,7,202407,Wholesale,P&L,Opex,IT & Software,2269.69
2024-07-01,2024,7,202407,Wholesale,P&L,Opex,Marketing,5610.1
2024-07-01,2024,7,202407,Wholesale,P&L,Opex,Professional Fees,1133.26
2024-07-01,2024,7,202407,Wholesale,P&L,Opex,R&D,2195.78
2024-07-01,2024,7,202407,Wholesale,P&L,Opex,Rent & Utilities,2769.02
2024-07-01,2024,7,202407,Wholesale,P&L,Opex,Salaries & Benefits,21771.99
2024-07-01,2024,7,202407,Wholesale,P&L,Revenue,Product Sales,109800.15
2024-07-01,2024,7,202407,Wholesale,P&L,Revenue,Service Revenue,36600.05
2024-08-01,2024,8,202408,Corporate,CF,Financing CF,Debt Repayment,-10232.98
2024-08-01,2024,8,202408,Corporate,P&L,Other,Depreciation & Amortization,19488.13
2024-08-01,2024,8,202408,Corporate,P&L,Other,Income Tax Expense,9162.17
2024-08-01,2024,8,202408,Corporate,P&L,Other,Interest Expense,5962.81
2024-08-01,2024,8,202408,E-commerce,CF,Investing CF,Capital Expenditures,-10373.43
2024-08-01,2024,8,202408,E-commerce,CF,Operating CF,Change in Accounts Payable,310.95
2024-08-01,2024,8,202408,E-commerce,CF,Operating CF,Change in Accounts Receivable,-6162.84
2024-08-01,2024,8,202408,E-commerce,CF,Operating CF,Change in Inventory,-3011.69
2024-08-01,2024,8,202408,E-commerce,P&L,COGS,Direct Labor,19750.65
2024-08-01,2024,8,202408,E-commerce,P&L,COGS,Materials,33946.42
2024-08-01,2024,8,202408,E-commerce,P&L,COGS,Shipping & Logistics,8023.7
2024-08-01,2024,8,202408,E-commerce,P&L,Opex,IT & Software,1535.4
2024-08-01,2024,8,202408,E-commerce,P&L,Opex,Marketing,6580.05
2024-08-01,2024,8,202408,E-commerce,P&L,Opex,Professional Fees,769.89
2024-08-01,2024,8,202408,E-commerce,P&L,Opex,R&D,3543.94
2024-08-01,2024,8,202408,E-commerce,P&L,Opex,Rent & Utilities,1764.03
2024-08-01,2024,8,202408,E-commerce,P&L,Opex,Salaries & Benefits,16369.63
2024-08-01,2024,8,202408,E-commerce,P&L,Revenue,Product Sales,106713.54
2024-08-01,2024,8,202408,E-commerce,P&L,Revenue,Service Revenue,11857.06
2024-08-01,2024,8,202408,Retail,CF,Investing CF,Capital Expenditures,-13720.38
2024-08-01,2024,8,202408,Retail,CF,Operating CF,Change in Accounts Payable,4125.87
2024-08-01,2024,8,202408,Retail,CF,Operating CF,Change in Accounts Receivable,-3066.91
2024-08-01,2024,8,202408,Retail,CF,Operating CF,Change in Inventory,-2761.5
2024-08-01,2024,8,202408,Retail,P&L,COGS,Direct Labor,36752.72
2024-08-01,2024,8,202408,Retail,P&L,COGS,Materials,63168.73
2024-08-01,2024,8,202408,Retail,P&L,COGS,Shipping & Logistics,14930.79
2024-08-01,2024,8,202408,Retail,P&L,Opex,IT & Software,2938.83
2024-08-01,2024,8,202408,Retail,P&L,Opex,Marketing,5218.87
2024-08-01,2024,8,202408,Retail,P&L,Opex,Professional Fees,1622.57
2024-08-01,2024,8,202408,Retail,P&L,Opex,R&D,3038.79
2024-08-01,2024,8,202408,Retail,P&L,Opex,Rent & Utilities,3576.54
2024-08-01,2024,8,202408,Retail,P&L,Opex,Salaries & Benefits,28416.67
2024-08-01,2024,8,202408,Retail,P&L,Revenue,Product Sales,146524.27
2024-08-01,2024,8,202408,Retail,P&L,Revenue,Service Revenue,48841.42
2024-08-01,2024,8,202408,Wholesale,CF,Investing CF,Capital Expenditures,-5160.72
2024-08-01,2024,8,202408,Wholesale,CF,Operating CF,Change in Accounts Payable,3901.34
2024-08-01,2024,8,202408,Wholesale,CF,Operating CF,Change in Accounts Receivable,-1203.27
2024-08-01,2024,8,202408,Wholesale,CF,Operating CF,Change in Inventory,-3953.53
2024-08-01,2024,8,202408,Wholesale,P&L,COGS,Direct Labor,30696.04
2024-08-01,2024,8,202408,Wholesale,P&L,COGS,Materials,52758.82
2024-08-01,2024,8,202408,Wholesale,P&L,COGS,Shipping & Logistics,12470.27
2024-08-01,2024,8,202408,Wholesale,P&L,Opex,IT & Software,1766.17
2024-08-01,2024,8,202408,Wholesale,P&L,Opex,Marketing,4386.79
2024-08-01,2024,8,202408,Wholesale,P&L,Opex,Professional Fees,1456.89
2024-08-01,2024,8,202408,Wholesale,P&L,Opex,R&D,2103.98
2024-08-01,2024,8,202408,Wholesale,P&L,Opex,Rent & Utilities,2802.98
2024-08-01,2024,8,202408,Wholesale,P&L,Opex,Salaries & Benefits,20799.75
2024-08-01,2024,8,202408,Wholesale,P&L,Revenue,Product Sales,110211.22
2024-08-01,2024,8,202408,Wholesale,P&L,Revenue,Service Revenue,36737.07
2024-09-01,2024,9,202409,Corporate,CF,Financing CF,Debt Issuance,150000.0
2024-09-01,2024,9,202409,Corporate,CF,Financing CF,Debt Repayment,-10130.65
2024-09-01,2024,9,202409,Corporate,CF,Financing CF,Dividends Paid,-12471.96
2024-09-01,2024,9,202409,Corporate,P&L,Other,Depreciation & Amortization,18798.16
2024-09-01,2024,9,202409,Corporate,P&L,Other,Income Tax Expense,12354.01
2024-09-01,2024,9,202409,Corporate,P&L,Other,Interest Expense,6197.47
2024-09-01,2024,9,202409,E-commerce,CF,Investing CF,Capital Expenditures,-12214.66
2024-09-01,2024,9,202409,E-commerce,CF,Operating CF,Change in Accounts Payable,2905.9
2024-09-01,2024,9,202409,E-commerce,CF,Operating CF,Change in Accounts Receivable,-6380.06
2024-09-01,2024,9,202409,E-commerce,CF,Operating CF,Change in Inventory,-2019.33
2024-09-01,2024,9,202409,E-commerce,P&L,COGS,Direct Labor,20609.52
2024-09-01,2024,9,202409,E-commerce,P&L,COGS,Materials,35422.62
2024-09-01,2024,9,202409,E-commerce,P&L,COGS,Shipping & Logistics,8372.62
2024-09-01,2024,9,202409,E-commerce,P&L,Opex,IT & Software,1399.01
2024-09-01,2024,9,202409,E-commerce,P&L,Opex,Marketing,6905.6
2024-09-01,2024,9,202409,E-commerce,P&L,Opex,Professional Fees,751.31
